l_orderkey	l_quantity	l_extendedprice	c_custkey	c_acctbal	c_nationkey
4192992	20.00	34656.40	46037	F	Clerk#000000243
4639174	1.00	1445.48	116953	F	Clerk#000000243
4639174	38.00	38950.76	116953	F	Clerk#000000243
562881	9.00	12000.78	49439	F	Clerk#000000243
5227300	6.00	8630.34	87433	F	Clerk#000000243
1298341	42.00	60242.70	8401	F	Clerk#000000243
3472612	46.00	51199.84	114443	F	Clerk#000000243
1992388	5.00	8167.80	136408	F	Clerk#000000243
1992388	43.00	79719.42	136408	F	Clerk#000000243
695490	9.00	13585.50	29026	F	Clerk#000000243
1356226	38.00	66602.98	45040	F	Clerk#000000243
4730342	40.00	59903.60	81175	F	Clerk#000000243
4730342	39.00	79754.22	81175	F	Clerk#000000243
4730342	32.00	62015.68	81175	F	Clerk#000000243
2187713	7.00	7168.70	93131	F	Clerk#000000243
4788966	48.00	73366.08	1294	F	Clerk#000000243
4788966	42.00	54608.40	1294	F	Clerk#000000243
4788966	40.00	66063.20	1294	F	Clerk#000000243
4192992	39.00	77999.22	46037	F	Clerk#000000243
4639174	24.00	39446.64	116953	F	Clerk#000000243
4639174	31.00	49775.15	116953	F	Clerk#000000243
2248578	12.00	16839.60	68095	F	Clerk#000000243
4844935	5.00	6601.95	86023	F	Clerk#000000243
4844935	1.00	1205.18	86023	F	Clerk#000000243
4844935	37.00	46700.66	86023	F	Clerk#000000243
4925895	3.00	2967.21	88522	F	Clerk#000000243
562881	39.00	50946.48	49439	F	Clerk#000000243
562881	34.00	48155.90	49439	F	Clerk#000000243
1356226	33.00	41389.26	45040	F	Clerk#000000243
3311654	16.00	18128.64	8054	F	Clerk#000000243
4730342	50.00	63568.00	81175	F	Clerk#000000243
627588	31.00	50611.84	139384	F	Clerk#000000243
369766	38.00	75655.34	42898	F	Clerk#000000243
739878	17.00	18463.70	42898	F	Clerk#000000243
739878	14.00	21636.86	42898	F	Clerk#000000243
739878	4.00	7931.88	42898	F	Clerk#000000243
1992388	10.00	14064.80	136408	F	Clerk#000000243
1992388	39.00	57622.50	136408	F	Clerk#000000243
2326566	11.00	12123.43	137024	F	Clerk#000000243
2326566	44.00	50562.16	137024	F	Clerk#000000243
3300451	24.00	31760.88	9227	F	Clerk#000000243
3562689	24.00	45623.76	119107	F	Clerk#000000243
4912645	24.00	31276.80	31798	F	Clerk#000000243
4912645	38.00	55761.58	31798	F	Clerk#000000243
739878	15.00	26034.75	42898	F	Clerk#000000243
369766	18.00	35764.02	42898	F	Clerk#000000243
369766	5.00	6781.85	42898	F	Clerk#000000243
l_orderkey	l_quantity	l_extendedprice	c_custkey	c_acctbal	o_orderdate	o_clerk
5182369	2.00	3607.78	47060	-630.53	1995-12-13	Clerk#000000001
5182369	39.00	39080.34	47060	-630.53	1995-12-13	Clerk#000000001
5182369	36.00	54663.48	47060	-630.53	1995-12-13	Clerk#000000001
2592544	30.00	54893.10	97067	-407.78	1995-10-05	Clerk#000000001
2592544	46.00	58937.04	97067	-407.78	1995-10-05	Clerk#000000001
2592544	19.00	31782.06	97067	-407.78	1995-10-05	Clerk#000000001
2592544	50.00	96848.50	97067	-407.78	1995-10-05	Clerk#000000001
2892167	35.00	47575.50	7823	742.76	1995-09-07	Clerk#000000001
926753	28.00	40530.00	114631	706.93	1996-10-30	Clerk#000000001
2340774	45.00	80720.10	6880	225.45	1997-11-11	Clerk#000000001
2840519	37.00	36594.11	349	-565.35	1997-09-28	Clerk#000000001
2872805	36.00	53511.48	37168	-725.53	1995-01-11	Clerk#000000001
1246144	14.00	14294.42	24146	-171.31	1996-06-01	Clerk#000000001
1869285	35.00	44776.55	114088	-875.82	1998-02-26	Clerk#000000001
3812037	29.00	49900.01	12868	-567.98	1994-12-08	Clerk#000000001
2985830	30.00	54507.30	57817	70.39	1996-12-24	Clerk#000000001
5182369	7.00	8401.47	47060	-630.53	1995-12-13	Clerk#000000001
2340774	24.00	34139.28	6880	225.45	1997-11-11	Clerk#000000001
2340774	11.00	14754.52	6880	225.45	1997-11-11	Clerk#000000001
2892167	14.00	18456.34	7823	742.76	1995-09-07	Clerk#000000001
2892167	5.00	6281.15	7823	742.76	1995-09-07	Clerk#000000001
2892167	47.00	48368.64	7823	742.76	1995-09-07	Clerk#000000001
5182369	36.00	53336.16	47060	-630.53	1995-12-13	Clerk#000000001
1205825	7.00	9669.17	21226	-256.29	1995-02-23	Clerk#000000001
2592544	32.00	53847.68	97067	-407.78	1995-10-05	Clerk#000000001
2872805	31.00	38414.27	37168	-725.53	1995-01-11	Clerk#000000001
5182369	3.00	3132.06	47060	-630.53	1995-12-13	Clerk#000000001
308161	46.00	72334.08	84151	663.42	1996-12-09	Clerk#000000001
3812037	6.00	6804.54	12868	-567.98	1994-12-08	Clerk#000000001
4382179	9.00	10936.62	39362	-410.38	1994-11-02	Clerk#000000001
2985830	38.00	68392.02	57817	70.39	1996-12-24	Clerk#000000001
2985830	34.00	52480.36	57817	70.39	1996-12-24	Clerk#000000001
2985830	49.00	79358.44	57817	70.39	1996-12-24	Clerk#000000001
2340774	29.00	43080.95	6880	225.45	1997-11-11	Clerk#000000001
5182369	1.00	1114.20	47060	-630.53	1995-12-13	Clerk#000000001
2840519	19.00	28547.12	349	-565.35	1997-09-28	Clerk#000000001
1869285	14.00	26879.44	114088	-875.82	1998-02-26	Clerk#000000001
1205825	22.00	43183.14	21226	-256.29	1995-02-23	Clerk#000000001
1205825	34.00	68847.62	21226	-256.29	1995-02-23	Clerk#000000001
1869285	4.00	5309.48	114088	-875.82	1998-02-26	Clerk#000000001
1869285	5.00	5750.45	114088	-875.82	1998-02-26	Clerk#000000001
1869285	19.00	24631.03	114088	-875.82	1998-02-26	Clerk#000000001
1246144	25.00	29481.25	24146	-171.31	1996-06-01	Clerk#000000001
1246144	34.00	44208.16	24146	-171.31	1996-06-01	Clerk#000000001
3812037	40.00	59302.80	12868	-567.98	1994-12-08	Clerk#000000001
3812037	31.00	55077.39	12868	-567.98	1994-12-08	Clerk#000000001
926753	42.00	76097.70	114631	706.93	1996-10-30	Clerk#000000001
926753	28.00	50253.56	114631	706.93	1996-10-30	Clerk#000000001
926753	5.00	6641.75	114631	706.93	1996-10-30	Clerk#000000001
617251	17.00	20200.59	66755	967.87	1997-04-20	Clerk#000000001
617251	30.00	28050.00	66755	967.87	1997-04-20	Clerk#000000001
1433378	7.00	10047.73	45436	660.85	1997-02-14	Clerk#000000001
5312386	24.00	26716.08	48865	-641.49	1993-07-22	Clerk#000000001
1869285	10.00	14264.90	114088	-875.82	1998-02-26	Clerk#000000001
2985830	23.00	27970.76	57817	70.39	1996-12-24	Clerk#000000001
3369185	38.00	65159.36	118235	-314.64	1997-04-12	Clerk#000000001
617251	32.00	41096.96	66755	967.87	1997-04-20	Clerk#000000001
3812037	50.00	87034.50	12868	-567.98	1994-12-08	Clerk#000000001
2502119	12.00	16961.76	25865	378.63	1993-01-11	Clerk#000000001
2502119	5.00	7177.45	25865	378.63	1993-01-11	Clerk#000000001
1205825	7.00	11918.83	21226	-256.29	1995-02-23	Clerk#000000001
3369185	20.00	34492.80	118235	-314.64	1997-04-12	Clerk#000000001
1433378	1.00	1388.31	45436	660.85	1997-02-14	Clerk#000000001
926753	6.00	9615.72	114631	706.93	1996-10-30	Clerk#000000001
926753	28.00	42716.52	114631	706.93	1996-10-30	Clerk#000000001
4416160	7.00	9017.47	81928	-529.88	1994-02-19	Clerk#000000001
3369185	39.00	75425.22	118235	-314.64	1997-04-12	Clerk#000000001
3369185	18.00	23207.22	118235	-314.64	1997-04-12	Clerk#000000001
128455	21.00	27475.14	29245	-920.33	1997-06-11	Clerk#000000001
128455	30.00	32340.00	29245	-920.33	1997-06-11	Clerk#000000001
5549669	6.00	9039.54	18550	971.53	1996-09-26	Clerk#000000001
308161	5.00	9453.95	84151	663.42	1996-12-09	Clerk#000000001
3369185	32.00	61439.68	118235	-314.64	1997-04-12	Clerk#000000001
926753	49.00	53414.41	114631	706.93	1996-10-30	Clerk#000000001
44867	23.00	26200.68	34684	729.29	1994-07-27	Clerk#000000001
128455	25.00	37789.00	29245	-920.33	1997-06-11	Clerk#000000001
128455	27.00	28569.51	29245	-920.33	1997-06-11	Clerk#000000001
4416160	9.00	15431.85	81928	-529.88	1994-02-19	Clerk#000000001
2840519	17.00	19160.19	349	-565.35	1997-09-28	Clerk#000000001
2502119	41.00	81175.90	25865	378.63	1993-01-11	Clerk#000000001
952805	43.00	78770.84	146480	-665.05	1993-07-08	Clerk#000000001
952805	22.00	26403.52	146480	-665.05	1993-07-08	Clerk#000000001
952805	42.00	73864.56	146480	-665.05	1993-07-08	Clerk#000000001
3281985	21.00	25794.09	56225	-895.05	1994-09-04	Clerk#000000001
4416160	31.00	38107.68	81928	-529.88	1994-02-19	Clerk#000000001
4416160	6.00	10516.26	81928	-529.88	1994-02-19	Clerk#000000001
1453280	22.00	41138.46	17710	-840.02	1992-01-29	Clerk#000000526
3733250	37.00	67258.97	129779	-929.26	1992-01-29	Clerk#000000673
1453280	13.00	22240.01	17710	-840.02	1992-01-29	Clerk#000000526
1453280	25.00	44569.50	17710	-840.02	1992-01-29	Clerk#000000526
1453280	9.00	12963.15	17710	-840.02	1992-01-29	Clerk#000000526
162720	33.00	41124.60	97283	-761.87	1993-02-07	Clerk#000000001
968197	8.00	14902.32	87394	-915.01	1995-05-08	Clerk#000000001
968197	8.00	8016.16	87394	-915.01	1995-05-08	Clerk#000000001
1205825	47.00	62104.86	21226	-256.29	1995-02-23	Clerk#000000001
3281985	11.00	18234.48	56225	-895.05	1994-09-04	Clerk#000000001
3281985	30.00	40507.50	56225	-895.05	1994-09-04	Clerk#000000001
2502119	28.00	55801.48	25865	378.63	1993-01-11	Clerk#000000001
2502119	46.00	51295.06	25865	378.63	1993-01-11	Clerk#000000001
2502119	33.00	52124.49	25865	378.63	1993-01-11	Clerk#000000001
2620225	43.00	65037.50	56473	-168.41	1992-01-29	Clerk#000000862
2620225	15.00	16920.45	56473	-168.41	1992-01-29	Clerk#000000862
3172071	35.00	56054.60	39113	893.09	1992-01-29	Clerk#000000280
3172071	20.00	38736.60	39113	893.09	1992-01-29	Clerk#000000280
3733250	11.00	19279.70	129779	-929.26	1992-01-29	Clerk#000000673
3733250	41.00	49533.74	129779	-929.26	1992-01-29	Clerk#000000673
4724769	37.00	53556.76	131668	-203.77	1992-01-29	Clerk#000000144
4416160	25.00	30279.25	81928	-529.88	1994-02-19	Clerk#000000001
1453280	18.00	17514.72	17710	-840.02	1992-01-29	Clerk#000000526
1453280	7.00	7939.12	17710	-840.02	1992-01-29	Clerk#000000526
2620225	33.00	36896.97	56473	-168.41	1992-01-29	Clerk#000000862
3172071	2.00	3959.90	39113	893.09	1992-01-29	Clerk#000000280
3172071	30.00	47808.60	39113	893.09	1992-01-29	Clerk#000000280
3172071	13.00	16527.68	39113	893.09	1992-01-29	Clerk#000000280
3733250	4.00	7423.52	129779	-929.26	1992-01-29	Clerk#000000673
4724769	3.00	4957.83	131668	-203.77	1992-01-29	Clerk#000000144
968197	34.00	42029.78	87394	-915.01	1995-05-08	Clerk#000000001
968197	25.00	41615.00	87394	-915.01	1995-05-08	Clerk#000000001
162720	22.00	40784.04	97283	-761.87	1993-02-07	Clerk#000000001
3172071	23.00	40034.95	39113	893.09	1992-01-29	Clerk#000000280
3172071	13.00	13742.17	39113	893.09	1992-01-29	Clerk#000000280
2502119	11.00	19896.03	25865	378.63	1993-01-11	Clerk#000000001
952805	9.00	13026.33	146480	-665.05	1993-07-08	Clerk#000000001
952805	45.00	90627.75	146480	-665.05	1993-07-08	Clerk#000000001
968197	16.00	15024.16	87394	-915.01	1995-05-08	Clerk#000000001
1453280	9.00	14648.04	17710	-840.02	1992-01-29	Clerk#000000526
2620225	36.00	68506.56	56473	-168.41	1992-01-29	Clerk#000000862
3733250	23.00	34120.96	129779	-929.26	1992-01-29	Clerk#000000673
3733250	36.00	68145.48	129779	-929.26	1992-01-29	Clerk#000000673
3733250	11.00	18167.38	129779	-929.26	1992-01-29	Clerk#000000673
952805	7.00	11890.83	146480	-665.05	1993-07-08	Clerk#000000001
952805	43.00	46914.72	146480	-665.05	1993-07-08	Clerk#000000001
2892167	11.00	14874.86	7823	742.76	1995-09-07	Clerk#000000001
2592544	6.00	8414.34	97067	-407.78	1995-10-05	Clerk#000000001
2592544	40.00	73476.00	97067	-407.78	1995-10-05	Clerk#000000001
2892167	9.00	16008.84	7823	742.76	1995-09-07	Clerk#000000001
l_orderkey	l_quantity	l_extendedprice	o_orderdate	o_shippriority	c_mktsegment	c_nationkey
354	14.00	20012.72	1996-03-14	0	MACHINERY	9
2694	12.00	16445.40	1996-03-14	0	MACHINERY	10
354	24.00	46988.64	1996-03-14	0	MACHINERY	9
354	7.00	11750.69	1996-03-14	0	MACHINERY	9
2694	35.00	68105.80	1996-03-14	0	MACHINERY	10
10564	23.00	25096.45	1996-03-14	0	BUILDING	18
2694	30.00	47115.30	1996-03-14	0	MACHINERY	10
2694	15.00	14220.45	1996-03-14	0	MACHINERY	10
2694	10.00	11921.80	1996-03-14	0	MACHINERY	10
10564	25.00	38891.00	1996-03-14	0	BUILDING	18
354	14.00	21905.24	1996-03-14	0	MACHINERY	9
354	50.00	54156.00	1996-03-14	0	MACHINERY	9
354	18.00	26235.36	1996-03-14	0	MACHINERY	9
354	36.00	37550.88	1996-03-14	0	MACHINERY	9
10564	13.00	16824.99	1996-03-14	0	BUILDING	18
10564	2.00	2768.74	1996-03-14	0	BUILDING	18
l_orderkey	l_quantity	l_extendedprice	o_orderdate	o_shippriority	c_mktsegment	c_nationkey	c_phone	o_orderstatus	c_name
775	20.00	22001.80	1995-03-18	0	HOUSEHOLD	18	28-204-129-7603	F	Customer#000133180
928	38.00	62195.36	1995-03-02	0	HOUSEHOLD	19	29-542-853-4275	F	Customer#000065630
928	50.00	49601.50	1995-03-02	0	HOUSEHOLD	19	29-542-853-4275	F	Customer#000065630
3526	20.00	29470.80	1995-03-16	0	MACHINERY	13	23-335-933-2286	F	Customer#000055723
3588	37.00	53369.91	1995-03-19	0	MACHINERY	10	20-174-850-7678	F	Customer#000118561
3588	46.00	64467.16	1995-03-19	0	MACHINERY	10	20-174-850-7678	F	Customer#000118561
4642	18.00	30450.42	1995-02-27	0	FURNITURE	11	21-351-754-3422	F	Customer#000147346
4707	49.00	77691.95	1995-02-27	0	AUTOMOBILE	23	33-472-742-1274	F	Customer#000089209
130	14.00	25827.34	1992-05-08	0	HOUSEHOLD	14	24-753-859-6273	F	Customer#000036964
134	35.00	59837.40	1992-05-01	0	MACHINERY	22	32-514-462-3884	F	Customer#000006199
134	47.00	49162.00	1992-05-01	0	MACHINERY	22	32-514-462-3884	F	Customer#000006199
134	12.00	13633.20	1992-05-01	0	MACHINERY	22	32-514-462-3884	F	Customer#000006199
549	38.00	69301.74	1992-07-13	0	MACHINERY	14	24-865-590-4401	F	Customer#000109921
549	38.00	53332.24	1992-07-13	0	MACHINERY	14	24-865-590-4401	F	Customer#000109921
644	11.00	20359.02	1992-05-01	0	HOUSEHOLD	17	27-177-600-8041	F	Customer#000007370
644	44.00	46069.76	1992-05-01	0	HOUSEHOLD	17	27-177-600-8041	F	Customer#000007370
644	33.00	63258.69	1992-05-01	0	HOUSEHOLD	17	27-177-600-8041	F	Customer#000007370
1027	2.00	3435.38	1992-06-03	0	FURNITURE	13	23-624-762-9699	F	Customer#000127951
1027	13.00	15966.86	1992-06-03	0	FURNITURE	13	23-624-762-9699	F	Customer#000127951
1027	10.00	19629.50	1992-06-03	0	FURNITURE	13	23-624-762-9699	F	Customer#000127951
1088	11.00	19556.24	1992-05-21	0	AUTOMOBILE	19	29-774-369-3420	F	Customer#000146881
1346	29.00	33497.61	1992-06-18	0	AUTOMOBILE	12	22-236-237-2869	F	Customer#000074749
1955	41.00	71942.29	1992-04-20	0	MACHINERY	23	33-554-198-2017	F	Customer#000012065
2023	2.00	3347.46	1992-05-06	0	HOUSEHOLD	23	33-353-232-6621	F	Customer#000117961
2023	29.00	51237.78	1992-05-06	0	HOUSEHOLD	23	33-353-232-6621	F	Customer#000117961
2054	11.00	14633.41	1992-06-08	0	MACHINERY	13	23-757-458-1496	F	Customer#000040088
2054	31.00	40991.30	1992-06-08	0	MACHINERY	13	23-757-458-1496	F	Customer#000040088
2054	4.00	5065.40	1992-06-08	0	MACHINERY	13	23-757-458-1496	F	Customer#000040088
2691	1.00	1835.77	1992-04-30	0	FURNITURE	21	31-480-626-8940	F	Customer#000005860
2881	7.00	12976.67	1992-05-10	0	AUTOMOBILE	12	22-798-274-8212	F	Customer#000098539
3142	15.00	18663.30	1992-06-28	0	AUTOMOBILE	23	33-757-933-1612	F	Customer#000007237
3172	43.00	80143.83	1992-06-03	0	BUILDING	23	33-641-787-4643	F	Customer#000088214
3237	11.00	17838.81	1992-06-03	0	AUTOMOBILE	11	21-864-391-9311	F	Customer#000018148
3842	24.00	47471.28	1992-04-09	0	FURNITURE	23	33-172-749-9079	F	Customer#000026839
3906	36.00	44001.36	1992-05-28	0	AUTOMOBILE	20	30-399-469-4510	F	Customer#000044272
4069	22.00	31756.12	1992-05-13	0	MACHINERY	19	29-768-890-8585	F	Customer#000072508
4096	21.00	32416.23	1992-07-03	0	AUTOMOBILE	11	21-401-853-5202	F	Customer#000137605
4096	20.00	33272.60	1992-07-03	0	AUTOMOBILE	11	21-401-853-5202	F	Customer#000137605
4260	21.00	27728.19	1992-05-16	0	AUTOMOBILE	10	20-532-245-9399	F	Customer#000141797
4384	5.00	7602.40	1992-07-13	0	HOUSEHOLD	24	34-847-302-2228	F	Customer#000024016
4384	11.00	21009.12	1992-07-13	0	HOUSEHOLD	24	34-847-302-2228	F	Customer#000024016
4741	16.00	18834.56	1992-07-07	0	AUTOMOBILE	14	24-477-896-5125	F	Customer#000126835
4741	34.00	59251.12	1992-07-07	0	AUTOMOBILE	14	24-477-896-5125	F	Customer#000126835
4805	42.00	60375.84	1992-04-25	0	FURNITURE	18	28-444-336-5722	F	Customer#000014861
4838	2.00	2098.00	1992-08-02	0	AUTOMOBILE	21	31-133-491-5745	F	Customer#000043520
4992	25.00	47248.00	1992-05-10	0	HOUSEHOLD	22	32-855-589-2146	F	Customer#000061181
5028	15.00	26770.20	1992-04-17	0	FURNITURE	24	34-730-104-2499	F	Customer#000011569
5060	15.00	19758.75	1992-07-07	0	AUTOMOBILE	19	29-713-799-1012	F	Customer#000110951
5095	9.00	13413.78	1992-04-22	0	HOUSEHOLD	13	23-187-677-8067	F	Customer#000095140
3	49.00	46796.47	1993-10-14	0	MACHINERY	15	25-884-345-1592	F	Customer#000123314
33	41.00	75928.31	1993-10-27	0	MACHINERY	18	28-393-112-1873	F	Customer#000066958
193	15.00	30119.25	1993-08-08	0	FURNITURE	18	28-632-433-1841	F	Customer#000079061
230	8.00	14735.36	1993-10-27	0	MACHINERY	22	32-961-868-8009	F	Customer#000102535
230	8.00	14887.36	1993-10-27	0	MACHINERY	22	32-961-868-8009	F	Customer#000102535
256	40.00	56695.60	1993-10-19	0	BUILDING	10	20-451-953-4645	F	Customer#000124831
259	14.00	28615.72	1993-09-29	0	FURNITURE	22	32-465-369-9909	F	Customer#000043186
641	40.00	52212.40	1993-08-30	0	FURNITURE	10	20-321-791-4317	F	Customer#000132805
641	41.00	69609.39	1993-08-30	0	FURNITURE	10	20-321-791-4317	F	Customer#000132805
773	5.00	6581.55	1993-09-26	0	BUILDING	14	24-711-995-3562	F	Customer#000131834
773	43.00	62113.50	1993-09-26	0	BUILDING	14	24-711-995-3562	F	Customer#000131834
999	10.00	15456.40	1993-09-05	0	FURNITURE	20	30-645-188-6117	F	Customer#000060163
1350	32.00	49523.20	1993-08-24	0	MACHINERY	12	22-911-955-9252	F	Customer#000050701
1509	11.00	15460.28	1993-07-08	0	MACHINERY	23	33-737-526-2242	F	Customer#000062380
1888	38.00	52303.20	1993-10-31	0	HOUSEHOLD	17	27-157-479-3478	F	Customer#000119095
2438	28.00	50841.00	1993-07-15	0	HOUSEHOLD	15	25-861-635-9828	F	Customer#000012544
2498	48.00	60106.08	1993-11-08	0	FURNITURE	22	32-124-510-3004	F	Customer#000095870
2628	42.00	77610.96	1993-10-22	0	AUTOMOBILE	15	25-407-359-6562	F	Customer#000055228
2821	4.00	4520.60	1993-08-09	0	MACHINERY	20	30-557-793-7448	F	Customer#000116528
2821	27.00	45971.01	1993-08-09	0	MACHINERY	20	30-557-793-7448	F	Customer#000116528
3109	26.00	28212.60	1993-07-24	0	MACHINERY	16	26-696-427-6011	F	Customer#000122080
4034	43.00	79028.84	1993-11-14	0	FURNITURE	20	30-807-595-6768	F	Customer#000092326
4547	15.00	28499.25	1993-08-23	0	FURNITURE	10	20-705-425-6039	F	Customer#000108187
4547	15.00	17011.20	1993-08-23	0	FURNITURE	10	20-705-425-6039	F	Customer#000108187
4612	10.00	17486.60	1993-09-20	0	HOUSEHOLD	10	20-893-572-3678	F	Customer#000060367
4615	10.00	12872.90	1993-08-27	0	FURNITURE	24	34-154-800-4234	F	Customer#000028441
4932	15.00	22522.35	1993-08-10	0	FURNITURE	13	23-757-531-9747	F	Customer#000121849
4965	27.00	40891.77	1993-10-21	0	HOUSEHOLD	21	31-344-320-2588	F	Customer#000051751
5093	30.00	56395.80	1993-09-03	0	MACHINERY	19	29-928-863-8822	F	Customer#000077599
131	45.00	70762.50	1994-06-08	0	MACHINERY	24	34-635-152-9172	F	Customer#000092749
131	50.00	59962.50	1994-06-08	0	MACHINERY	24	34-635-152-9172	F	Customer#000092749
131	4.00	4440.08	1994-06-08	0	MACHINERY	24	34-635-152-9172	F	Customer#000092749
224	41.00	84335.36	1994-06-18	0	FURNITURE	23	33-871-732-1709	F	Customer#000002476
224	4.00	3840.04	1994-06-18	0	FURNITURE	23	33-871-732-1709	F	Customer#000002476
1031	27.00	54402.84	1994-09-01	0	HOUSEHOLD	24	34-654-326-7655	F	Customer#000003590
1415	25.00	32080.75	1994-05-29	0	BUILDING	11	21-234-161-5144	F	Customer#000078697
2150	29.00	48016.17	1994-06-03	0	BUILDING	18	28-697-763-1266	F	Customer#000081676
2150	35.00	55247.15	1994-06-03	0	BUILDING	18	28-697-763-1266	F	Customer#000081676
2820	38.00	40014.38	1994-05-20	0	MACHINERY	23	33-928-780-9435	F	Customer#000018062
2853	1.00	1807.87	1994-05-05	0	AUTOMOBILE	11	21-918-268-9449	F	Customer#000092818
3175	28.00	34838.16	1994-07-15	0	FURNITURE	13	23-859-461-2622	F	Customer#000043813
3175	44.00	68705.12	1994-07-15	0	FURNITURE	13	23-859-461-2622	F	Customer#000043813
3175	32.00	56475.52	1994-07-15	0	FURNITURE	13	23-859-461-2622	F	Customer#000043813
3268	1.00	1672.67	1994-06-25	0	MACHINERY	21	31-529-455-5613	F	Customer#000141371
3396	27.00	28269.54	1994-05-21	0	MACHINERY	21	31-227-119-8405	F	Customer#000149009
3397	33.00	52060.47	1994-06-23	0	MACHINERY	14	24-256-586-7877	F	Customer#000129550
3649	23.00	45010.08	1994-07-06	0	AUTOMOBILE	23	33-370-759-3898	F	Customer#000038719
3649	14.00	16901.22	1994-07-06	0	AUTOMOBILE	23	33-370-759-3898	F	Customer#000038719
4065	33.00	47501.52	1994-06-09	0	FURNITURE	18	28-376-194-2683	F	Customer#000079381
4321	33.00	64082.37	1994-07-18	0	HOUSEHOLD	20	30-689-277-3905	F	Customer#000014986
4321	4.00	5045.08	1994-07-18	0	HOUSEHOLD	20	30-689-277-3905	F	Customer#000014986
4321	10.00	16966.20	1994-07-18	0	HOUSEHOLD	20	30-689-277-3905	F	Customer#000014986
4647	16.00	29677.76	1994-05-14	0	AUTOMOBILE	24	34-920-107-1147	F	Customer#000026423
4772	15.00	26546.85	1994-09-14	0	AUTOMOBILE	19	29-227-211-9853	F	Customer#000027658
4839	5.00	8608.80	1994-05-10	0	HOUSEHOLD	21	31-477-714-1731	F	Customer#000024229
4898	44.00	68797.96	1994-07-11	0	BUILDING	18	28-640-374-4257	F	Customer#000013669
4993	34.00	39719.82	1994-08-04	0	HOUSEHOLD	11	21-381-331-5923	F	Customer#000011044
4993	39.00	61641.45	1994-08-04	0	HOUSEHOLD	11	21-381-331-5923	F	Customer#000011044
481	19.00	29766.16	1992-10-08	0	BUILDING	16	26-867-182-6167	F	Customer#000030352
481	11.00	10890.00	1992-10-08	0	BUILDING	16	26-867-182-6167	F	Customer#000030352
481	31.00	61006.45	1992-10-08	0	BUILDING	16	26-867-182-6167	F	Customer#000030352
612	28.00	54848.08	1992-10-21	0	AUTOMOBILE	13	23-728-528-7248	F	Customer#000081430
612	49.00	53710.37	1992-10-21	0	AUTOMOBILE	13	23-728-528-7248	F	Customer#000081430
614	30.00	42099.00	1992-12-01	0	BUILDING	18	28-658-668-6775	F	Customer#000133288
710	47.00	55136.17	1993-01-02	0	HOUSEHOLD	10	20-112-970-4626	F	Customer#000131137
710	7.00	14160.86	1993-01-02	0	HOUSEHOLD	10	20-112-970-4626	F	Customer#000131137
929	45.00	76530.15	1992-10-02	0	MACHINERY	19	29-308-112-1396	F	Customer#000082661
1409	36.00	49550.76	1992-12-31	0	MACHINERY	14	24-752-936-5859	F	Customer#000142885
1735	43.00	64992.35	1992-12-27	0	BUILDING	21	31-538-875-4766	F	Customer#000020543
1796	8.00	15350.64	1992-11-21	0	AUTOMOBILE	16	26-590-219-6232	F	Customer#000046240
1857	8.00	15999.84	1993-01-13	0	MACHINERY	14	24-157-878-9833	F	Customer#000131999
2146	6.00	10101.72	1992-09-14	0	FURNITURE	21	31-600-695-8147	F	Customer#000117520
2146	31.00	58216.45	1992-09-14	0	FURNITURE	21	31-600-695-8147	F	Customer#000117520
2146	28.00	45095.12	1992-09-14	0	FURNITURE	21	31-600-695-8147	F	Customer#000117520
2146	32.00	36645.44	1992-09-14	0	FURNITURE	21	31-600-695-8147	F	Customer#000117520
2146	39.00	46888.53	1992-09-14	0	FURNITURE	21	31-600-695-8147	F	Customer#000117520
2275	30.00	33485.40	1992-10-22	0	MACHINERY	14	24-622-411-9415	F	Customer#000148325
2275	11.00	15283.29	1992-10-22	0	MACHINERY	14	24-622-411-9415	F	Customer#000148325
