l_orderkey	l_partkey	l_suppkey	l_linenumber	l_quantity	l_extendedprice	l_discount	l_tax	l_returnflag	l_linestatus	l_shipdate	l_commitdate	l_receiptdate	l_shipinstruct	l_shipmode	l_comment
0	123	9155	4	33.00	54174.12	0.00	0.01	O	O	1998-04-12	1998-03-20	1998-04-15	O	FOB	FOB
0	123	7515	4	44.00	66066.44	0.08	0.06	O	O	1997-03-18	1997-01-29	1997-04-13	O	RAIL	RAIL
0	123	3919	4	41.00	75928.31	0.09	0.00	F	F	1993-11-09	1994-01-24	1993-11-11	F	MAIL	MAIL
0	123	3074	4	28.00	31809.96	0.03	0.04	O	O	1996-03-21	1996-04-08	1996-04-20	O	FOB	FOB
0	123	7684	4	25.00	29004.25	0.06	0.05	O	O	1995-11-26	1995-12-25	1995-12-21	O	SHIP	SHIP
0	123	7181	4	10.00	12471.80	0.03	0.03	F	F	1994-10-23	1994-11-08	1994-11-09	F	RAIL	RAIL
0	123	3093	4	32.00	48338.88	0.07	0.05	O	O	1996-10-02	1996-12-19	1996-10-14	O	MAIL	MAIL
0	123	743	4	11.00	18477.03	0.01	0.05	F	F	1994-03-17	1994-03-17	1994-03-27	F	MAIL	MAIL
0	123	7744	4	4.00	6582.96	0.09	0.03	O	O	1995-08-04	1995-10-01	1995-09-03	O	REG AIR	REG AIR
0	123	2256	4	20.00	34454.40	0.07	0.01	O	O	1998-06-27	1998-05-23	1998-07-02	O	REG AIR	REG AIR
0	123	2509	4	3.00	4318.50	0.09	0.04	F	F	1994-06-06	1994-07-27	1994-06-15	F	MAIL	MAIL
0	123	650	5	28.00	32986.52	0.04	0.00	F	F	1993-12-14	1994-01-10	1994-01-01	F	FOB	FOB
0	123	1534	5	24.00	22824.48	0.10	0.04	O	O	1996-03-30	1996-03-14	1996-04-01	O	FOB	FOB
0	123	7089	5	42.00	44606.94	0.07	0.04	F	F	1994-07-31	1994-07-26	1994-08-28	F	REG AIR	REG AIR
0	123	9530	5	43.00	63360.93	0.01	0.01	O	O	1996-10-17	1996-11-14	1996-10-26	O	MAIL	MAIL
0	123	8126	5	23.00	35733.03	0.05	0.07	O	O	1997-04-19	1997-02-14	1997-05-06	O	REG AIR	REG AIR
0	123	2138	5	37.00	39520.81	0.09	0.04	F	F	1994-02-13	1994-03-16	1994-02-21	F	MAIL	MAIL
0	123	8320	5	44.00	79059.64	0.05	0.06	O	O	1995-08-28	1995-08-20	1995-09-14	O	AIR	AIR
0	123	9440	5	38.00	73943.82	0.08	0.01	O	O	1996-02-11	1996-02-24	1996-02-18	O	TRUCK	TRUCK
0	123	5766	5	39.00	49071.75	0.08	0.06	O	O	1998-01-29	1998-04-07	1998-02-18	O	RAIL	RAIL
0	123	4940	5	34.00	65854.94	0.08	0.06	O	O	1995-11-08	1996-01-15	1995-11-26	O	MAIL	MAIL
0	123	5267	5	27.00	47000.25	0.03	0.06	O	O	1998-06-19	1998-06-25	1998-06-29	O	SHIP	SHIP
0	123	1006	6	23.00	32717.50	0.05	0.00	F	F	1994-10-03	1994-08-06	1994-10-24	F	SHIP	SHIP
0	123	3171	6	19.00	30602.35	0.06	0.03	F	F	1994-01-26	1994-02-17	1994-02-06	F	SHIP	SHIP
0	123	6878	6	40.00	54494.40	0.06	0.05	O	O	1996-12-08	1996-10-22	1997-01-01	O	AIR	AIR
0	123	5072	6	30.00	46906.80	0.05	0.06	O	O	1998-08-11	1998-07-11	1998-08-14	O	RAIL	RAIL
0	123	1759	6	35.00	43058.75	0.06	0.03	O	O	1996-01-16	1996-02-23	1996-01-22	O	FOB	FOB
0	123	674	6	34.00	58841.42	0.04	0.01	O	O	1998-03-05	1998-04-22	1998-03-30	O	TRUCK	TRUCK
0	123	638	6	32.00	49620.16	0.07	0.02	O	O	1996-01-30	1996-02-07	1996-02-03	O	MAIL	MAIL
0	123	9662	6	26.00	28733.64	0.10	0.02	F	F	1993-10-29	1993-12-18	1993-11-04	F	RAIL	RAIL
0	123	3266	6	28.00	47397.28	0.03	0.02	O	O	1996-02-01	1995-12-24	1996-02-28	O	RAIL	RAIL
0	123	4117	6	6.00	9159.66	0.04	0.03	O	O	1995-07-21	1995-09-23	1995-07-25	O	RAIL	RAIL
0	123	824	6	29.00	40144.70	0.02	0.05	O	O	1997-01-25	1997-01-27	1997-01-27	O	FOB	FOB
0	123	1761	7	41.00	52735.84	0.09	0.08	O	O	1998-06-24	1998-06-27	1998-07-06	O	SHIP	SHIP
0	123	2269	7	5.00	6476.15	0.04	0.02	O	O	1996-02-10	1996-03-26	1996-02-13	O	FOB	FOB
l_orderkey	l_partkey	l_suppkey	l_linenumber	l_quantity	l_extendedprice	l_discount	l_tax	l_returnflag	l_linestatus	l_shipdate	l_commitdate	l_receiptdate	l_shipinstruct	l_shipmode	l_comment
0	123	7630	1	31.00	35126.41	0.00	0.08	F	F	1994-02-19	1994-03-11	1994-02-20	F	RAIL	RAIL
0	123	5133	1	40.00	62105.20	0.09	0.03	F	F	1992-07-21	1992-08-01	1992-08-15	F	REG AIR	REG AIR
0	123	9607	1	12.00	13608.60	0.07	0.03	O	O	1996-05-07	1996-03-13	1996-06-03	O	FOB	FOB
0	123	5560	1	30.00	30690.90	0.03	0.08	O	O	1996-01-10	1995-12-14	1996-01-18	O	REG AIR	REG AIR
0	123	613	1	23.00	25278.61	0.10	0.06	F	F	1994-07-19	1994-06-29	1994-07-25	F	TRUCK	TRUCK
0	123	9821	1	44.00	53782.08	0.09	0.06	O	O	1996-11-14	1996-12-15	1996-12-12	O	RAIL	RAIL
0	123	8571	1	15.00	23678.55	0.02	0.04	F	F	1994-10-31	1994-08-31	1994-11-20	F	AIR	AIR
0	123	4639	1	10.00	11011.10	0.02	0.01	F	F	1994-05-18	1994-06-03	1994-05-23	F	RAIL	RAIL
0	123	217	1	28.00	32373.88	0.06	0.07	F	F	1994-12-24	1994-10-25	1995-01-16	F	REG AIR	REG AIR
0	123	9141	1	8.00	8736.96	0.03	0.08	F	F	1994-01-12	1994-02-27	1994-01-14	F	FOB	FOB
0	123	7706	1	17.00	21168.23	0.04	0.02	O	O	1996-03-13	1996-02-12	1996-03-22	O	TRUCK	TRUCK
0	123	9143	1	4.00	6230.52	0.09	0.04	O	O	1997-04-17	1997-01-31	1997-04-20	O	SHIP	SHIP
0	123	1191	1	38.00	44694.46	0.00	0.05	O	O	1997-01-28	1997-01-14	1997-02-02	O	RAIL	RAIL
0	123	2951	1	24.00	32410.80	0.02	0.00	O	O	1996-02-21	1996-01-03	1996-03-18	O	FOB	FOB
0	123	9569	1	3.00	2925.18	0.05	0.02	O	O	1998-07-04	1998-06-05	1998-07-21	O	RAIL	RAIL
0	123	9768	1	42.00	75043.92	0.09	0.00	O	O	1996-02-03	1996-01-21	1996-02-23	O	SHIP	SHIP
0	123	7721	1	28.00	47227.60	0.05	0.08	O	O	1995-10-23	1995-08-27	1995-10-26	O	TRUCK	TRUCK
0	123	1798	1	45.00	54058.05	0.06	0.00	F	F	1994-02-02	1994-01-04	1994-02-23	F	AIR	AIR
0	123	7721	1	48.00	58761.60	0.01	0.07	F	F	1994-08-17	1994-08-11	1994-09-08	F	TRUCK	TRUCK
0	123	1932	1	25.00	47323.25	0.09	0.07	O	O	1998-04-10	1998-04-22	1998-04-11	O	FOB	FOB
0	123	8855	1	31.00	40217.23	0.09	0.04	F	F	1993-10-29	1993-12-19	1993-11-08	F	TRUCK	TRUCK
0	123	4705	1	26.00	42995.94	0.03	0.03	F	F	1995-04-20	1995-04-25	1995-05-13	F	TRUCK	TRUCK
0	123	5952	1	21.00	40675.95	0.05	0.02	F	F	1994-09-30	1994-09-18	1994-10-26	F	REG AIR	REG AIR
0	123	874	1	44.00	84252.52	0.04	0.02	O	O	1996-09-29	1996-11-17	1996-09-30	O	MAIL	MAIL
0	123	2150	1	37.00	61998.31	0.08	0.03	F	F	1992-04-27	1992-05-15	1992-05-02	F	TRUCK	TRUCK
0	123	1989	1	13.00	19454.11	0.00	0.02	F	F	1993-04-01	1993-04-04	1993-04-08	F	TRUCK	TRUCK
0	123	871	1	13.00	17554.68	0.00	0.07	O	O	1998-10-23	1998-09-14	1998-11-06	O	REG AIR	REG AIR
0	123	3928	2	26.00	50723.92	0.07	0.08	F	F	1994-10-16	1994-09-25	1994-10-19	F	FOB	FOB
0	123	7758	2	9.00	11594.16	0.08	0.08	O	O	1996-02-01	1996-03-02	1996-02-19	O	SHIP	SHIP
0	123	5532	2	32.00	47344.32	0.02	0.05	F	F	1993-12-09	1994-01-04	1993-12-28	F	MAIL	MAIL
0	123	3767	2	5.00	8948.80	0.02	0.07	F	F	1994-05-06	1994-05-28	1994-05-20	F	RAIL	RAIL
0	123	441	2	32.00	64605.44	0.02	0.00	O	O	1995-08-14	1995-10-07	1995-08-27	O	AIR	AIR
0	123	9201	2	32.00	37893.76	0.08	0.06	F	F	1994-08-24	1994-08-17	1994-08-31	F	REG AIR	REG AIR
0	123	7274	2	1.00	1752.74	0.00	0.00	F	F	1994-12-01	1994-12-12	1994-12-15	F	TRUCK	TRUCK
0	123	7311	2	36.00	45983.16	0.09	0.06	O	O	1996-04-12	1996-02-28	1996-04-20	O	MAIL	MAIL
0	123	4457	2	34.00	68065.96	0.06	0.08	O	O	1996-01-22	1996-01-06	1996-01-27	O	RAIL	RAIL
0	123	3490	2	41.00	64061.68	0.04	0.07	F	F	1994-02-21	1994-03-01	1994-03-18	F	AIR	AIR
0	123	1923	2	22.00	30875.02	0.08	0.06	O	O	1998-10-09	1998-10-16	1998-10-12	O	FOB	FOB
0	123	2073	2	37.00	56149.72	0.02	0.06	F	F	1993-04-13	1993-03-30	1993-04-14	F	SHIP	SHIP
0	123	5391	2	30.00	42761.70	0.01	0.06	F	F	1994-06-03	1994-05-29	1994-06-22	F	TRUCK	TRUCK
0	123	8830	2	22.00	39353.82	0.00	0.05	O	O	1995-07-17	1995-06-04	1995-07-19	O	FOB	FOB
0	123	5198	2	12.00	13358.28	0.09	0.05	O	O	1997-01-27	1997-02-21	1997-02-22	O	REG AIR	REG AIR
0	123	3435	2	3.00	5645.73	0.09	0.07	O	O	1998-05-23	1998-04-03	1998-06-02	O	SHIP	SHIP
0	123	2732	2	46.00	57738.28	0.02	0.05	O	O	1998-06-26	1998-06-07	1998-07-05	O	MAIL	MAIL
0	123	1807	2	39.00	70542.42	0.05	0.02	F	F	1992-07-02	1992-08-18	1992-07-28	F	RAIL	RAIL
0	123	4137	2	26.00	43383.08	0.08	0.04	O	O	1996-11-04	1996-10-20	1996-11-20	O	FOB	FOB
0	123	1195	2	13.00	16277.95	0.06	0.06	F	F	1994-03-03	1994-02-13	1994-03-26	F	AIR	AIR
0	123	6540	2	49.00	46796.47	0.10	0.00	F	F	1993-11-09	1993-12-20	1993-11-24	F	RAIL	RAIL
0	123	1942	3	45.00	61489.35	0.00	0.07	O	O	1998-02-23	1998-03-20	1998-03-24	O	SHIP	SHIP
0	123	7484	3	46.00	88089.08	0.04	0.05	O	O	1998-08-13	1998-07-08	1998-08-29	O	RAIL	RAIL
0	123	1622	3	42.00	46875.36	0.02	0.02	F	F	1994-04-19	1994-05-18	1994-04-20	F	RAIL	RAIL
0	123	3474	3	27.00	39890.88	0.06	0.07	F	F	1994-01-16	1993-11-22	1994-01-23	F	SHIP	SHIP
0	123	7361	3	1.00	1888.80	0.03	0.05	F	F	1994-01-26	1994-03-05	1994-01-28	F	RAIL	RAIL
0	123	6118	3	5.00	8368.00	0.03	0.07	O	O	1997-02-20	1997-02-12	1997-02-21	O	TRUCK	TRUCK
0	123	5221	3	19.00	31857.11	0.06	0.08	F	F	1993-05-14	1993-03-05	1993-05-25	F	RAIL	RAIL
0	123	3701	3	8.00	13309.60	0.10	0.02	O	O	1996-01-29	1996-03-05	1996-01-31	O	REG AIR	REG AIR
0	123	9799	3	46.00	81639.88	0.10	0.07	O	O	1996-01-15	1996-03-27	1996-02-03	O	MAIL	MAIL
0	123	5405	3	43.00	78083.70	0.05	0.08	F	F	1992-07-10	1992-07-06	1992-08-02	F	TRUCK	TRUCK
0	123	8433	3	7.00	13418.23	0.06	0.04	O	O	1996-01-19	1995-12-22	1996-01-29	O	MAIL	MAIL
0	123	35	3	50.00	73426.50	0.08	0.03	F	F	1994-08-08	1994-10-13	1994-08-26	F	AIR	AIR
0	123	6666	3	2.00	2210.32	0.09	0.02	O	O	1995-08-07	1995-10-07	1995-08-23	O	AIR	AIR
0	123	9983	3	5.00	7532.30	0.05	0.03	F	F	1993-12-09	1993-12-25	1993-12-23	F	AIR	AIR
0	123	4707	3	14.00	23109.80	0.05	0.02	F	F	1994-12-30	1994-11-22	1995-01-27	F	AIR	AIR
0	123	3889	3	21.00	27076.98	0.09	0.07	O	O	1995-07-06	1995-05-14	1995-07-31	O	RAIL	RAIL
0	123	4807	3	17.00	22172.42	0.09	0.00	F	F	1994-07-02	1994-07-07	1994-07-03	F	AIR	AIR
0	123	5350	3	46.00	82746.18	0.06	0.08	O	O	1996-09-26	1996-12-19	1996-10-26	O	AIR	AIR
0	123	4577	3	6.00	9681.24	0.02	0.06	O	O	1998-10-30	1998-09-20	1998-11-05	O	FOB	FOB
0	123	7684	4	25.00	29004.25	0.06	0.05	O	O	1995-11-26	1995-12-25	1995-12-21	O	SHIP	SHIP
0	123	849	4	36.00	48467.88	0.09	0.02	F	F	1994-07-04	1994-04-17	1994-07-30	F	AIR	AIR
0	123	2256	4	20.00	34454.40	0.07	0.01	O	O	1998-06-27	1998-05-23	1998-07-02	O	REG AIR	REG AIR
0	123	2509	4	3.00	4318.50	0.09	0.04	F	F	1994-06-06	1994-07-27	1994-06-15	F	MAIL	MAIL
0	123	743	4	11.00	18477.03	0.01	0.05	F	F	1994-03-17	1994-03-17	1994-03-27	F	MAIL	MAIL
0	123	3919	4	41.00	75928.31	0.09	0.00	F	F	1993-11-09	1994-01-24	1993-11-11	F	MAIL	MAIL
0	123	9155	4	33.00	54174.12	0.00	0.01	O	O	1998-04-12	1998-03-20	1998-04-15	O	FOB	FOB
0	123	7515	4	44.00	66066.44	0.08	0.06	O	O	1997-03-18	1997-01-29	1997-04-13	O	RAIL	RAIL
0	123	1883	4	2.00	2618.76	0.01	0.06	F	F	1993-12-04	1994-01-07	1994-01-01	F	TRUCK	TRUCK
0	123	4633	4	28.00	28955.64	0.09	0.06	O	O	1996-04-21	1996-03-30	1996-05-16	O	AIR	AIR
0	123	7744	4	4.00	6582.96	0.09	0.03	O	O	1995-08-04	1995-10-01	1995-09-03	O	REG AIR	REG AIR
0	123	3074	4	28.00	31809.96	0.03	0.04	O	O	1996-03-21	1996-04-08	1996-04-20	O	FOB	FOB
0	123	3093	4	32.00	48338.88	0.07	0.05	O	O	1996-10-02	1996-12-19	1996-10-14	O	MAIL	MAIL
0	123	7181	4	10.00	12471.80	0.03	0.03	F	F	1994-10-23	1994-11-08	1994-11-09	F	RAIL	RAIL
0	123	7089	5	42.00	44606.94	0.07	0.04	F	F	1994-07-31	1994-07-26	1994-08-28	F	REG AIR	REG AIR
0	123	2138	5	37.00	39520.81	0.09	0.04	F	F	1994-02-13	1994-03-16	1994-02-21	F	MAIL	MAIL
0	123	1534	5	24.00	22824.48	0.10	0.04	O	O	1996-03-30	1996-03-14	1996-04-01	O	FOB	FOB
0	123	5267	5	27.00	47000.25	0.03	0.06	O	O	1998-06-19	1998-06-25	1998-06-29	O	SHIP	SHIP
0	123	4940	5	34.00	65854.94	0.08	0.06	O	O	1995-11-08	1996-01-15	1995-11-26	O	MAIL	MAIL
0	123	5766	5	39.00	49071.75	0.08	0.06	O	O	1998-01-29	1998-04-07	1998-02-18	O	RAIL	RAIL
0	123	9530	5	43.00	63360.93	0.01	0.01	O	O	1996-10-17	1996-11-14	1996-10-26	O	MAIL	MAIL
0	123	650	5	28.00	32986.52	0.04	0.00	F	F	1993-12-14	1994-01-10	1994-01-01	F	FOB	FOB
0	123	8320	5	44.00	79059.64	0.05	0.06	O	O	1995-08-28	1995-08-20	1995-09-14	O	AIR	AIR
0	123	8126	5	23.00	35733.03	0.05	0.07	O	O	1997-04-19	1997-02-14	1997-05-06	O	REG AIR	REG AIR
0	123	9440	5	38.00	73943.82	0.08	0.01	O	O	1996-02-11	1996-02-24	1996-02-18	O	TRUCK	TRUCK
0	123	5072	6	30.00	46906.80	0.05	0.06	O	O	1998-08-11	1998-07-11	1998-08-14	O	RAIL	RAIL
0	123	9662	6	26.00	28733.64	0.10	0.02	F	F	1993-10-29	1993-12-18	1993-11-04	F	RAIL	RAIL
0	123	674	6	34.00	58841.42	0.04	0.01	O	O	1998-03-05	1998-04-22	1998-03-30	O	TRUCK	TRUCK
0	123	4117	6	6.00	9159.66	0.04	0.03	O	O	1995-07-21	1995-09-23	1995-07-25	O	RAIL	RAIL
0	123	6878	6	40.00	54494.40	0.06	0.05	O	O	1996-12-08	1996-10-22	1997-01-01	O	AIR	AIR
0	123	638	6	32.00	49620.16	0.07	0.02	O	O	1996-01-30	1996-02-07	1996-02-03	O	MAIL	MAIL
0	123	1759	6	35.00	43058.75	0.06	0.03	O	O	1996-01-16	1996-02-23	1996-01-22	O	FOB	FOB
0	123	3266	6	28.00	47397.28	0.03	0.02	O	O	1996-02-01	1995-12-24	1996-02-28	O	RAIL	RAIL
0	123	1006	6	23.00	32717.50	0.05	0.00	F	F	1994-10-03	1994-08-06	1994-10-24	F	SHIP	SHIP
0	123	3171	6	19.00	30602.35	0.06	0.03	F	F	1994-01-26	1994-02-17	1994-02-06	F	SHIP	SHIP
0	123	824	6	29.00	40144.70	0.02	0.05	O	O	1997-01-25	1997-01-27	1997-01-27	O	FOB	FOB
0	123	2269	7	5.00	6476.15	0.04	0.02	O	O	1996-02-10	1996-03-26	1996-02-13	O	FOB	FOB
0	123	1761	7	41.00	52735.84	0.09	0.08	O	O	1998-06-24	1998-06-27	1998-07-06	O	SHIP	SHIP
l_orderkey	l_partkey	l_suppkey	l_linenumber	l_quantity	l_extendedprice	l_discount	l_tax	l_returnflag	l_linestatus	l_shipdate	l_commitdate	l_receiptdate	l_shipinstruct	l_shipmode	l_comment
0	369	35	3	50.00	73426.50	0.08	0.03	F	F	1994-08-08	1994-10-13	1994-08-26	F	AIR	AIR
0	369	217	1	28.00	32373.88	0.06	0.07	F	F	1994-12-24	1994-10-25	1995-01-16	F	REG AIR	REG AIR
0	369	441	2	32.00	64605.44	0.02	0.00	O	O	1995-08-14	1995-10-07	1995-08-27	O	AIR	AIR
0	369	613	1	23.00	25278.61	0.10	0.06	F	F	1994-07-19	1994-06-29	1994-07-25	F	TRUCK	TRUCK
0	369	638	6	32.00	49620.16	0.07	0.02	O	O	1996-01-30	1996-02-07	1996-02-03	O	MAIL	MAIL
0	369	650	5	28.00	32986.52	0.04	0.00	F	F	1993-12-14	1994-01-10	1994-01-01	F	FOB	FOB
0	369	674	6	34.00	58841.42	0.04	0.01	O	O	1998-03-05	1998-04-22	1998-03-30	O	TRUCK	TRUCK
0	369	743	4	11.00	18477.03	0.01	0.05	F	F	1994-03-17	1994-03-17	1994-03-27	F	MAIL	MAIL
0	369	824	6	29.00	40144.70	0.02	0.05	O	O	1997-01-25	1997-01-27	1997-01-27	O	FOB	FOB
0	369	849	4	36.00	48467.88	0.09	0.02	F	F	1994-07-04	1994-04-17	1994-07-30	F	AIR	AIR
0	369	871	1	13.00	17554.68	0.00	0.07	O	O	1998-10-23	1998-09-14	1998-11-06	O	REG AIR	REG AIR
0	369	874	1	44.00	84252.52	0.04	0.02	O	O	1996-09-29	1996-11-17	1996-09-30	O	MAIL	MAIL
0	369	1006	6	23.00	32717.50	0.05	0.00	F	F	1994-10-03	1994-08-06	1994-10-24	F	SHIP	SHIP
0	369	1191	1	38.00	44694.46	0.00	0.05	O	O	1997-01-28	1997-01-14	1997-02-02	O	RAIL	RAIL
0	369	1195	2	13.00	16277.95	0.06	0.06	F	F	1994-03-03	1994-02-13	1994-03-26	F	AIR	AIR
0	369	1534	5	24.00	22824.48	0.10	0.04	O	O	1996-03-30	1996-03-14	1996-04-01	O	FOB	FOB
0	369	1622	3	42.00	46875.36	0.02	0.02	F	F	1994-04-19	1994-05-18	1994-04-20	F	RAIL	RAIL
0	369	1759	6	35.00	43058.75	0.06	0.03	O	O	1996-01-16	1996-02-23	1996-01-22	O	FOB	FOB
0	369	1761	7	41.00	52735.84	0.09	0.08	O	O	1998-06-24	1998-06-27	1998-07-06	O	SHIP	SHIP
0	369	1798	1	45.00	54058.05	0.06	0.00	F	F	1994-02-02	1994-01-04	1994-02-23	F	AIR	AIR
0	369	1807	2	39.00	70542.42	0.05	0.02	F	F	1992-07-02	1992-08-18	1992-07-28	F	RAIL	RAIL
0	369	1883	4	2.00	2618.76	0.01	0.06	F	F	1993-12-04	1994-01-07	1994-01-01	F	TRUCK	TRUCK
0	369	1923	2	22.00	30875.02	0.08	0.06	O	O	1998-10-09	1998-10-16	1998-10-12	O	FOB	FOB
0	369	1932	1	25.00	47323.25	0.09	0.07	O	O	1998-04-10	1998-04-22	1998-04-11	O	FOB	FOB
0	369	1942	3	45.00	61489.35	0.00	0.07	O	O	1998-02-23	1998-03-20	1998-03-24	O	SHIP	SHIP
0	369	1989	1	13.00	19454.11	0.00	0.02	F	F	1993-04-01	1993-04-04	1993-04-08	F	TRUCK	TRUCK
0	369	2073	2	37.00	56149.72	0.02	0.06	F	F	1993-04-13	1993-03-30	1993-04-14	F	SHIP	SHIP
0	369	2138	5	37.00	39520.81	0.09	0.04	F	F	1994-02-13	1994-03-16	1994-02-21	F	MAIL	MAIL
0	369	2150	1	37.00	61998.31	0.08	0.03	F	F	1992-04-27	1992-05-15	1992-05-02	F	TRUCK	TRUCK
0	369	2256	4	20.00	34454.40	0.07	0.01	O	O	1998-06-27	1998-05-23	1998-07-02	O	REG AIR	REG AIR
0	369	2269	7	5.00	6476.15	0.04	0.02	O	O	1996-02-10	1996-03-26	1996-02-13	O	FOB	FOB
0	369	2509	4	3.00	4318.50	0.09	0.04	F	F	1994-06-06	1994-07-27	1994-06-15	F	MAIL	MAIL
0	369	2732	2	46.00	57738.28	0.02	0.05	O	O	1998-06-26	1998-06-07	1998-07-05	O	MAIL	MAIL
0	369	2951	1	24.00	32410.80	0.02	0.00	O	O	1996-02-21	1996-01-03	1996-03-18	O	FOB	FOB
0	369	3074	4	28.00	31809.96	0.03	0.04	O	O	1996-03-21	1996-04-08	1996-04-20	O	FOB	FOB
0	369	3093	4	32.00	48338.88	0.07	0.05	O	O	1996-10-02	1996-12-19	1996-10-14	O	MAIL	MAIL
0	369	3171	6	19.00	30602.35	0.06	0.03	F	F	1994-01-26	1994-02-17	1994-02-06	F	SHIP	SHIP
0	369	3266	6	28.00	47397.28	0.03	0.02	O	O	1996-02-01	1995-12-24	1996-02-28	O	RAIL	RAIL
0	369	3435	2	3.00	5645.73	0.09	0.07	O	O	1998-05-23	1998-04-03	1998-06-02	O	SHIP	SHIP
0	369	3474	3	27.00	39890.88	0.06	0.07	F	F	1994-01-16	1993-11-22	1994-01-23	F	SHIP	SHIP
0	369	3490	2	41.00	64061.68	0.04	0.07	F	F	1994-02-21	1994-03-01	1994-03-18	F	AIR	AIR
0	369	3701	3	8.00	13309.60	0.10	0.02	O	O	1996-01-29	1996-03-05	1996-01-31	O	REG AIR	REG AIR
0	369	3767	2	5.00	8948.80	0.02	0.07	F	F	1994-05-06	1994-05-28	1994-05-20	F	RAIL	RAIL
0	369	3889	3	21.00	27076.98	0.09	0.07	O	O	1995-07-06	1995-05-14	1995-07-31	O	RAIL	RAIL
0	369	3919	4	41.00	75928.31	0.09	0.00	F	F	1993-11-09	1994-01-24	1993-11-11	F	MAIL	MAIL
0	369	3928	2	26.00	50723.92	0.07	0.08	F	F	1994-10-16	1994-09-25	1994-10-19	F	FOB	FOB
0	369	4117	6	6.00	9159.66	0.04	0.03	O	O	1995-07-21	1995-09-23	1995-07-25	O	RAIL	RAIL
0	369	4137	2	26.00	43383.08	0.08	0.04	O	O	1996-11-04	1996-10-20	1996-11-20	O	FOB	FOB
0	369	4457	2	34.00	68065.96	0.06	0.08	O	O	1996-01-22	1996-01-06	1996-01-27	O	RAIL	RAIL
0	369	4577	3	6.00	9681.24	0.02	0.06	O	O	1998-10-30	1998-09-20	1998-11-05	O	FOB	FOB
0	369	4633	4	28.00	28955.64	0.09	0.06	O	O	1996-04-21	1996-03-30	1996-05-16	O	AIR	AIR
0	369	4639	1	10.00	11011.10	0.02	0.01	F	F	1994-05-18	1994-06-03	1994-05-23	F	RAIL	RAIL
0	369	4705	1	26.00	42995.94	0.03	0.03	F	F	1995-04-20	1995-04-25	1995-05-13	F	TRUCK	TRUCK
0	369	4707	3	14.00	23109.80	0.05	0.02	F	F	1994-12-30	1994-11-22	1995-01-27	F	AIR	AIR
0	369	4807	3	17.00	22172.42	0.09	0.00	F	F	1994-07-02	1994-07-07	1994-07-03	F	AIR	AIR
0	369	4940	5	34.00	65854.94	0.08	0.06	O	O	1995-11-08	1996-01-15	1995-11-26	O	MAIL	MAIL
0	369	5072	6	30.00	46906.80	0.05	0.06	O	O	1998-08-11	1998-07-11	1998-08-14	O	RAIL	RAIL
0	369	5133	1	40.00	62105.20	0.09	0.03	F	F	1992-07-21	1992-08-01	1992-08-15	F	REG AIR	REG AIR
0	369	5198	2	12.00	13358.28	0.09	0.05	O	O	1997-01-27	1997-02-21	1997-02-22	O	REG AIR	REG AIR
0	369	5221	3	19.00	31857.11	0.06	0.08	F	F	1993-05-14	1993-03-05	1993-05-25	F	RAIL	RAIL
0	369	5267	5	27.00	47000.25	0.03	0.06	O	O	1998-06-19	1998-06-25	1998-06-29	O	SHIP	SHIP
0	369	5350	3	46.00	82746.18	0.06	0.08	O	O	1996-09-26	1996-12-19	1996-10-26	O	AIR	AIR
0	369	5391	2	30.00	42761.70	0.01	0.06	F	F	1994-06-03	1994-05-29	1994-06-22	F	TRUCK	TRUCK
0	369	5405	3	43.00	78083.70	0.05	0.08	F	F	1992-07-10	1992-07-06	1992-08-02	F	TRUCK	TRUCK
0	369	5532	2	32.00	47344.32	0.02	0.05	F	F	1993-12-09	1994-01-04	1993-12-28	F	MAIL	MAIL
0	369	5560	1	30.00	30690.90	0.03	0.08	O	O	1996-01-10	1995-12-14	1996-01-18	O	REG AIR	REG AIR
0	369	5766	5	39.00	49071.75	0.08	0.06	O	O	1998-01-29	1998-04-07	1998-02-18	O	RAIL	RAIL
0	369	5952	1	21.00	40675.95	0.05	0.02	F	F	1994-09-30	1994-09-18	1994-10-26	F	REG AIR	REG AIR
0	369	6118	3	5.00	8368.00	0.03	0.07	O	O	1997-02-20	1997-02-12	1997-02-21	O	TRUCK	TRUCK
0	369	6540	2	49.00	46796.47	0.10	0.00	F	F	1993-11-09	1993-12-20	1993-11-24	F	RAIL	RAIL
0	369	6666	3	2.00	2210.32	0.09	0.02	O	O	1995-08-07	1995-10-07	1995-08-23	O	AIR	AIR
0	369	6878	6	40.00	54494.40	0.06	0.05	O	O	1996-12-08	1996-10-22	1997-01-01	O	AIR	AIR
0	369	7089	5	42.00	44606.94	0.07	0.04	F	F	1994-07-31	1994-07-26	1994-08-28	F	REG AIR	REG AIR
0	369	7181	4	10.00	12471.80	0.03	0.03	F	F	1994-10-23	1994-11-08	1994-11-09	F	RAIL	RAIL
0	369	7274	2	1.00	1752.74	0.00	0.00	F	F	1994-12-01	1994-12-12	1994-12-15	F	TRUCK	TRUCK
0	369	7311	2	36.00	45983.16	0.09	0.06	O	O	1996-04-12	1996-02-28	1996-04-20	O	MAIL	MAIL
0	369	7361	3	1.00	1888.80	0.03	0.05	F	F	1994-01-26	1994-03-05	1994-01-28	F	RAIL	RAIL
